ID,ID.side,Sex,Sex1,YEAR1,YEARLAST,ANIMAL_YRS,N
215,215-LEFT,UNK,UNK,1989,1989,0,1
2150,2150-RIGHT,UNK,UNK,2002,2002,0,3
2153,2153-LEFT,UNK,UNK,2002,2002,0,2
2156,2156-LEFT,UNK,UNK,2002,2002,0,1
22,22-RIGHT,UNK,UNK,1989,1990,1,3
222,222-LEFT,UNK,UNK,1998,1998,0,2
222,222-RIGHT,UNK,UNK,1994,1998,4,5
2220,2220-LEFT,UNK,UNK,2003,2003,0,3
2220,2220-RIGHT,UNK,UNK,2003,2003,0,3
2229,2229-RIGHT,UNK,UNK,2003,2003,0,2
223,223-LEFT,UNK,UNK,1988,1988,0,1
2232,2232-LEFT,MaleM,Male,2003,2003,0,1
2233,2233-LEFT,MaleM,Male,2003,2003,0,2
2235,2235-RIGHT,UNK,UNK,2003,2003,0,3
2237,2237-LEFT,UNK,UNK,2003,2003,0,2
2238,2238-RIGHT,UNK,UNK,2003,2003,0,1
2241,2241-LEFT,UNK,UNK,2003,2003,0,1
2246,2246-RIGHT,UNK,UNK,2003,2011,8,3
2250,2250-LEFT,UNK,UNK,2003,2003,0,1
2252,2252-LEFT,UNK,UNK,2003,2003,0,1
2258,2258-RIGHT,FemaleJ,Female,2003,2003,0,2
2259,2259-LEFT,UNK,UNK,2003,2003,0,2
2259,2259-RIGHT,UNK,UNK,2003,2003,0,2
2260,2260-RIGHT,UNK,UNK,2003,2003,0,1
2263,2263-LEFT,UNK,UNK,2003,2003,0,1
2308,2308-RIGHT,UNK,UNK,2003,2003,0,1
235,235-LEFT,UNK,UNK,1990,1994,4,4
235,235-RIGHT,UNK,UNK,1990,1994,4,6
237,237-RIGHT,UNK,UNK,1990,1993,3,9
238,238-RIGHT,UNK,UNK,1990,1990,0,5
24,24-LEFT,UNK,UNK,1989,1989,0,2
240,240-LEFT,UNK,UNK,1990,1990,0,3
242,242-LEFT,UNK,UNK,1988,1988,0,3
242,242-RIGHT,UNK,UNK,1990,1990,0,1
244,244-LEFT,UNK,UNK,1988,1988,0,2
245,245-RIGHT,UNK,UNK,1988,1988,0,1
25,25-LEFT,UNK,UNK,1989,1989,0,4
250,250-RIGHT,UNK,UNK,1988,1988,0,2
251,251-LEFT,FemaleJ,Female,1990,2003,13,26
251,251-RIGHT,FemaleJ,Female,1988,2003,15,30
26,26-LEFT,UNK,UNK,1989,1989,0,2
265,265-RIGHT,UNK,UNK,1990,1990,0,1
266,266-RIGHT,UNK,UNK,1990,1990,0,2
267,267-LEFT,UNK,UNK,1993,1993,0,2
267,267-RIGHT,UNK,UNK,1990,1993,3,7
269,269-LEFT,UNK,UNK,1990,1990,0,2
269,269-RIGHT,UNK,UNK,1990,1990,0,4
270,270-LEFT,UNK,UNK,1990,1990,0,1
271,271-LEFT,UNK,UNK,1990,1990,0,3
271,271-RIGHT,UNK,UNK,1990,1990,0,5
273,273-LEFT,UNK,UNK,1990,1990,0,3
275,275-RIGHT,UNK,UNK,1990,1990,0,1
277,277-RIGHT,UNK,UNK,1990,1990,0,2
278,278-LEFT,UNK,UNK,1990,1990,0,1
279,279-LEFT,UNK,UNK,1990,1990,0,1
28,28-LEFT,MaleM,UNK,1989,2013,24,21
28,28-RIGHT,MaleM,UNK,1989,2013,24,14
280,280-LEFT,UNK,UNK,1990,1990,0,1
281,281-LEFT,UNK,UNK,1990,1990,0,3
282,282-LEFT,UNK,UNK,1990,1990,0,5
283,283-RIGHT,MaleM,UNK,1990,1990,0,3
285,285-LEFT,UNK,UNK,1990,1990,0,4
289,289-LEFT,UNK,UNK,1990,1990,0,3
29,29-LEFT,UNK,UNK,1989,1993,4,3
290,290-LEFT,UNK,UNK,1990,1990,0,6
290,290-RIGHT,UNK,UNK,1990,1990,0,5
291,291-LEFT,MaleM,UNK,1990,1990,0,4
291,291-RIGHT,MaleM,UNK,1990,1990,0,2
293,293-LEFT,MaleM,UNK,2001,2015,14,14
293,293-RIGHT,MaleM,UNK,1990,2015,25,13
295,295-LEFT,UNK,UNK,1990,1990,0,2
297,297-LEFT,UNK,UNK,1990,1990,0,1
3,3-LEFT,MaleM,Male,1988,2003,15,20
3,3-RIGHT,MaleM,Male,1988,2003,15,27
3009,3009-LEFT,MaleM,UNK,2006,2016,10,19
3009,3009-RIGHT,MaleM,UNK,2006,2016,10,19
301,301-LEFT,UNK,UNK,1990,1990,0,1
3012,3012-LEFT,MaleM,UNK,2006,2017,11,25
3013,3013-RIGHT,UNK,UNK,2006,2006,0,2
3014,3014-LEFT,UNK,UNK,2006,2006,0,1
3016,3016-LEFT,UNK,UNK,2011,2013,2,7
3016,3016-RIGHT,UNK,UNK,2011,2013,2,9
302,302-LEFT,UNK,UNK,1990,1990,0,1
3024,3024-LEFT,UNK,UNK,2006,2006,0,2
3025,3025-LEFT,UNK,UNK,2006,2011,5,9
303,303-LEFT,UNK,UNK,1996,2019,23,7
303,303-RIGHT,UNK,UNK,1998,2011,13,5
3034,3034-RIGHT,UNK,UNK,2006,2006,0,1
3035,3035-RIGHT,UNK,UNK,2006,2006,0,2
304,304-RIGHT,UNK,UNK,1990,1990,0,3
3046,3046-RIGHT,UNK,UNK,2006,2006,0,2
305,305-LEFT,UNK,UNK,1990,1993,3,3
305,305-RIGHT,UNK,UNK,1990,1993,3,3
3055,3055-LEFT,UNK,UNK,2006,2006,0,2
3056,3056-RIGHT,UNK,UNK,2006,2006,0,1
306,306-LEFT,UNK,UNK,1990,1990,0,2
3065,3065-LEFT,UNK,UNK,2006,2006,0,3
3082,3082-LEFT,UNK,UNK,2006,2006,0,1
3085,3085-LEFT,UNK,UNK,2006,2006,0,2
3086,3086-LEFT,UNK,UNK,2006,2021,15,11
3086,3086-RIGHT,UNK,UNK,2006,2021,15,13
3087,3087-LEFT,UNK,UNK,2006,2006,0,4
3087,3087-RIGHT,UNK,UNK,2006,2006,0,5
3098,3098-LEFT,MaleM,UNK,2006,2013,7,9
3098,3098-RIGHT,MaleM,UNK,2006,2011,5,4
31,31-RIGHT,UNK,UNK,1989,1989,0,1
3101,3101-LEFT,UNK,UNK,2006,2006,0,1
3103,3103-RIGHT,UNK,UNK,2006,2006,0,2
3105,3105-LEFT,UNK,UNK,2006,2006,0,1
3106,3106-RIGHT,UNK,UNK,2006,2006,0,2
3108,3108-LEFT,UNK,UNK,2006,2006,0,2
313,313-LEFT,UNK,UNK,1990,1990,0,3
314,314-LEFT,UNK,UNK,1990,1990,0,5
314,314-RIGHT,UNK,UNK,1990,1990,0,2
315,315-RIGHT,UNK,UNK,1990,1990,0,2
316,316-LEFT,UNK,UNK,1990,1990,0,4
316,316-RIGHT,UNK,UNK,1990,1990,0,4
317,317-LEFT,UNK,UNK,1990,1997,7,9
317,317-RIGHT,UNK,UNK,1990,2002,12,10
318,318-RIGHT,UNK,UNK,1990,1990,0,3
32,32-LEFT,UNK,UNK,1989,1994,5,8
32,32-RIGHT,UNK,UNK,1989,1990,1,3
320,320-RIGHT,UNK,UNK,1990,1990,0,3
322,322-LEFT,UNK,UNK,1990,1994,4,5
328,328-RIGHT,UNK,UNK,1990,1990,0,3
329,329-LEFT,UNK,UNK,1990,1990,0,2
33,33-LEFT,MaleM,UNK,1996,2003,7,14
33,33-RIGHT,MaleM,UNK,1989,2003,14,16
330,330-RIGHT,UNK,UNK,1990,1990,0,2
331,331-LEFT,UNK,UNK,1990,1990,0,2
332,332-LEFT,UNK,UNK,1990,1990,0,3
332,332-RIGHT,UNK,UNK,1990,1990,0,2
333,333-RIGHT,UNK,UNK,1990,1990,0,2
337,337-LEFT,UNK,UNK,1990,1990,0,2
34,34-RIGHT,UNK,UNK,1989,1990,1,2
348,348-RIGHT,UNK,UNK,1990,1990,0,1
351,351-RIGHT,UNK,UNK,1990,1990,0,2
355,355-LEFT,MaleM,UNK,1990,1990,0,3
356,356-RIGHT,UNK,UNK,1990,1990,0,1
360,360-LEFT,UNK,UNK,1990,1990,0,1
361,361-LEFT,UNK,UNK,1990,1990,0,1
363,363-RIGHT,UNK,UNK,1990,1996,6,4
37,37-LEFT,MaleM,UNK,1989,2002,13,25
37,37-RIGHT,MaleM,UNK,1988,2002,14,27
370,370-LEFT,UNK,UNK,1990,1990,0,1
374,374-LEFT,UNK,UNK,1990,1990,0,2
375,375-RIGHT,UNK,UNK,1990,1990,0,1
380,380-LEFT,UNK,UNK,1990,1990,0,2
383,383-LEFT,UNK,UNK,1990,1990,0,2
384,384-LEFT,UNK,UNK,1990,1990,0,2
385,385-LEFT,UNK,UNK,1990,1990,0,2
385,385-RIGHT,UNK,UNK,1990,1994,4,4
386,386-RIGHT,UNK,UNK,1990,1990,0,2
389,389-LEFT,UNK,UNK,1990,1990,0,4
39,39-LEFT,UNK,UNK,1989,1989,0,4
39,39-RIGHT,UNK,UNK,1989,1989,0,2
390,390-LEFT,UNK,UNK,1990,1990,0,2
390,390-RIGHT,UNK,UNK,1990,1995,5,7
391,391-RIGHT,UNK,UNK,1990,1990,0,3
394,394-RIGHT,UNK,UNK,1990,1990,0,1
395,395-RIGHT,UNK,UNK,1990,1990,0,1
399,399-LEFT,UNK,UNK,1990,1990,0,4
399,399-RIGHT,UNK,UNK,1990,1990,0,5
40,40-LEFT,UNK,UNK,1989,1990,1,4
405,405-LEFT,UNK,UNK,1990,1990,0,2
406,406-LEFT,UNK,UNK,1990,1990,0,4
406,406-RIGHT,UNK,UNK,1990,1990,0,3
407,407-LEFT,UNK,UNK,1990,1995,5,2
407,407-RIGHT,UNK,UNK,1990,1996,6,5
409,409-LEFT,Female,UNK,1996,2021,25,31
409,409-RIGHT,Female,UNK,1990,2021,31,36
41,41-RIGHT,UNK,UNK,1989,1989,0,2
4103,4103-RIGHT,MaleM,UNK,2006,2021,15,34
4104,4104-LEFT,MaleM,UNK,2007,2019,12,4
4104,4104-RIGHT,MaleM,UNK,2007,2019,12,16
4107,4107-RIGHT,UNK,UNK,2007,2007,0,1
4108,4108-RIGHT,UNK,UNK,2007,2007,0,1
4111,4111-LEFT,UNK,UNK,2007,2007,0,5
4111,4111-RIGHT,UNK,UNK,2007,2007,0,3
4113,4113-LEFT,UNK,UNK,2007,2016,9,23
4114,4114-LEFT,UNK,UNK,2007,2011,4,8
4116,4116-RIGHT,UNK,UNK,2007,2007,0,2
4117,4117-RIGHT,UNK,UNK,2007,2016,9,12
4118,4118-RIGHT,UNK,UNK,2007,2010,3,6
4119,4119-LEFT,UNK,UNK,2007,2007,0,1
4120,4120-RIGHT,UNK,UNK,2007,2007,0,2
413,413-LEFT,MaleM,Male,1990,1999,9,20
413,413-RIGHT,MaleM,Male,1996,2003,7,16
418,418-LEFT,UNK,UNK,1990,1996,6,6
418,418-RIGHT,UNK,UNK,1990,1993,3,6
42,42-RIGHT,UNK,UNK,1989,1989,0,1
420,420-RIGHT,UNK,UNK,1990,1990,0,4
4200,4200-LEFT,UNK,UNK,2008,2008,0,1
4201,4201-LEFT,UNK,UNK,2008,2008,0,1
4203,4203-RIGHT,Female,UNK,2008,2019,11,17
4206,4206-LEFT,UNK,UNK,2008,2011,3,10
4207,4207-LEFT,UNK,UNK,2008,2008,0,2
4208,4208-RIGHT,UNK,UNK,2008,2008,0,1
425,425-LEFT,UNK,UNK,1990,1990,0,2
427,427-RIGHT,UNK,UNK,1990,1996,6,5
43,43-LEFT,UNK,UNK,1988,1990,2,4
43,43-RIGHT,UNK,UNK,1989,1989,0,1
432,432-LEFT,UNK,UNK,1990,1993,3,6
433,433-RIGHT,UNK,UNK,1990,1993,3,7
435,435-RIGHT,UNK,UNK,1990,1990,0,3
436,436-LEFT,UNK,UNK,1990,1990,0,2
436,436-RIGHT,UNK,UNK,1990,1990,0,2
437,437-LEFT,UNK,UNK,1990,1990,0,3
440,440-LEFT,UNK,UNK,1990,1990,0,2
440,440-RIGHT,UNK,UNK,1990,1990,0,2
448,448-LEFT,UNK,UNK,1990,1990,0,1
449,449-LEFT,UNK,UNK,1990,1990,0,3
45,45-LEFT,MaleM,Male,1989,2016,27,50
45,45-RIGHT,Female,UNK,1989,2019,30,5
45,45-RIGHT,MaleM,Male,1989,2019,30,64
450,450-LEFT,UNK,UNK,1990,1990,0,2
4513,4513-LEFT,FemaleJ,Female,2009,2021,12,18
4513,4513-RIGHT,FemaleJ,Female,2010,2021,11,22
4514,4514-LEFT,UNK,UNK,2009,2011,2,7
452,452-LEFT,MaleM,UNK,1990,1990,0,2
453,453-LEFT,UNK,UNK,1990,1990,0,1
46,46-RIGHT,UNK,UNK,1989,1990,1,4
461,461-LEFT,UNK,UNK,1990,1990,0,2
461,461-RIGHT,UNK,UNK,1990,1990,0,3
462,462-RIGHT,UNK,UNK,1990,1990,0,3
464,464-RIGHT,UNK,UNK,1990,1990,0,2
465,465-LEFT,UNK,UNK,1990,1990,0,2
466,466-LEFT,UNK,UNK,1996,1996,0,4
466,466-RIGHT,UNK,UNK,1990,1990,0,2
467,467-LEFT,UNK,UNK,1990,1990,0,1
468,468-RIGHT,UNK,UNK,1990,1990,0,2
47,47-LEFT,UNK,UNK,1989,1990,1,4
47,47-RIGHT,UNK,UNK,1989,1990,1,5
470,470-RIGHT,UNK,UNK,1990,1990,0,1
473,473-LEFT,UNK,UNK,1990,1990,0,3
477,477-LEFT,UNK,UNK,1990,1990,0,3
478,478-RIGHT,UNK,UNK,1990,1990,0,2
479,479-RIGHT,UNK,UNK,1990,1990,0,2
480,480-LEFT,MaleM,Male,1990,2013,23,23
480,480-RIGHT,MaleM,Male,1990,2013,23,17
483,483-LEFT,UNK,UNK,1990,1990,0,3
484,484-RIGHT,UNK,UNK,1990,1990,0,2
488,488-LEFT,UNK,UNK,1990,1990,0,1
49,49-LEFT,UNK,UNK,1989,1989,0,3
490,490-LEFT,UNK,UNK,1990,1990,0,1
494,494-RIGHT,MaleM,UNK,1990,1990,0,2
496,496-LEFT,MaleM,UNK,1990,1990,0,2
498,498-RIGHT,UNK,UNK,1990,1990,0,3
5,5-LEFT,UNK,UNK,1989,2001,12,14
5,5-RIGHT,UNK,UNK,1989,2001,12,9
50,50-RIGHT,UNK,UNK,1989,1989,0,3
5001,5001-LEFT,MaleM,Male,2011,2016,5,14
5001,5001-RIGHT,MaleM,Male,2011,2016,5,8
5002,5002-LEFT,UNK,UNK,2011,2016,5,10
5002,5002-RIGHT,UNK,UNK,2011,2016,5,9
5003,5003-LEFT,MaleM,UNK,2010,2019,9,24
5005,5005-RIGHT,UNK,UNK,2011,2011,0,3
5006,5006-LEFT,UNK,UNK,2011,2011,0,3
5007,5007-LEFT,UNK,UNK,2011,2011,0,2
5009,5009-LEFT,FemaleJ,Female,2010,2013,3,12
5009,5009-RIGHT,FemaleJ,Female,2010,2013,3,8
501,501-LEFT,UNK,UNK,1990,1990,0,3
5011,5011-LEFT,UNK,UNK,2011,2011,0,1
5011,5011-RIGHT,UNK,UNK,2011,2011,0,2
5015,5015-RIGHT,UNK,UNK,2011,2011,0,3
5016,5016-RIGHT,UNK,UNK,2011,2011,0,3
5018,5018-LEFT,MaleM,UNK,2011,2019,8,15
5018,5018-RIGHT,MaleM,UNK,2011,2019,8,17
5019,5019-LEFT,MaleM,Male,2010,2016,6,7
5019,5019-RIGHT,Female,UNK,2010,2019,9,2
5019,5019-RIGHT,MaleM,Male,2010,2019,9,8
5021,5021-RIGHT,UNK,UNK,2011,2011,0,4
5024,5024-LEFT,UNK,UNK,2011,2016,5,13
5025,5025-RIGHT,UNK,UNK,2010,2019,9,18
5026,5026-RIGHT,UNK,UNK,2010,2011,1,6
5027,5027-LEFT,UNK,UNK,2011,2013,2,6
5027,5027-RIGHT,UNK,UNK,2011,2013,2,6
5028,5028-LEFT,UNK,UNK,2010,2011,1,6
5029,5029-LEFT,FemaleJ,Female,2010,2016,6,18
5031,5031-LEFT,MaleM,UNK,2010,2011,1,10
5032,5032-LEFT,UNK,UNK,2010,2011,1,9
5033,5033-RIGHT,UNK,UNK,2010,2011,1,9
5035,5035-LEFT,MaleM,UNK,2011,2011,0,2
5035,5035-RIGHT,MaleM,UNK,2010,2019,9,30
5036,5036-LEFT,MaleM,UNK,2010,2019,9,27
5039,5039-RIGHT,MaleM,UNK,2010,2011,1,12
504,504-LEFT,MaleM,UNK,1990,1990,0,2
5041,5041-LEFT,UNK,UNK,2011,2011,0,3
5043,5043-LEFT,UNK,UNK,2011,2011,0,2
5044,5044-LEFT,MaleM,UNK,2010,2011,1,8
5045,5045-RIGHT,UNK,UNK,2011,2011,0,3
5047,5047-RIGHT,UNK,UNK,2011,2011,0,2
5049,5049-LEFT,MaleM,UNK,2011,2011,0,3
5052,5052-LEFT,UNK,UNK,2011,2011,0,4
5052,5052-RIGHT,UNK,UNK,2011,2011,0,4
5053,5053-RIGHT,UNK,UNK,2011,2011,0,3
5059,5059-RIGHT,MaleM,UNK,2011,2019,8,20
506,506-RIGHT,UNK,UNK,1993,1993,0,2
5061,5061-LEFT,MaleM,Male,2011,2016,5,18
5061,5061-RIGHT,MaleM,Male,2011,2016,5,13
5063,5063-RIGHT,MaleM,UNK,2011,2011,0,3
5064,5064-RIGHT,UNK,UNK,2011,2011,0,2
5065,5065-LEFT,UNK,UNK,2011,2011,0,4
5065,5065-RIGHT,UNK,UNK,2011,2011,0,1
5066,5066-RIGHT,MaleM,UNK,2011,2011,0,4
5067,5067-RIGHT,UNK,UNK,2010,2019,9,25
5068,5068-LEFT,MaleM,UNK,2011,2021,10,18
5068,5068-RIGHT,MaleM,UNK,2011,2019,8,14
5069,5069-LEFT,UNK,UNK,2010,2011,1,11
5069,5069-RIGHT,UNK,UNK,2010,2011,1,7
507,507-LEFT,UNK,UNK,1993,2001,8,10
507,507-RIGHT,UNK,UNK,1990,2001,11,11
5071,5071-LEFT,MaleM,UNK,2011,2017,6,18
5071,5071-RIGHT,MaleM,UNK,2011,2016,5,9
5075,5075-LEFT,MaleM,UNK,2010,2016,6,18
5075,5075-RIGHT,MaleM,UNK,2010,2016,6,16
5078,5078-LEFT,UNK,UNK,2010,2021,11,28
5079,5079-RIGHT,UNK,UNK,2011,2011,0,3
508,508-LEFT,UNK,UNK,1990,1994,4,4
508,508-RIGHT,UNK,UNK,1990,1994,4,2
5080,5080-RIGHT,UNK,UNK,2010,2019,9,30
5081,5081-LEFT,UNK,UNK,2011,2011,0,4
5088,5088-RIGHT,UNK,UNK,2010,2011,1,7
509,509-LEFT,MaleM,UNK,1990,1997,7,6
509,509-RIGHT,MaleM,UNK,1990,1997,7,4
5090,5090-LEFT,UNK,UNK,2011,2011,0,3
5091,5091-LEFT,UNK,UNK,2011,2016,5,5
5092,5092-RIGHT,UNK,UNK,2010,2019,9,14
5099,5099-RIGHT,UNK,UNK,2011,2011,0,3
51,51-LEFT,UNK,UNK,1990,1990,0,4
51,51-RIGHT,UNK,UNK,1989,1990,1,5
510,510-RIGHT,UNK,UNK,1990,1990,0,2
5103,5103-LEFT,UNK,UNK,2011,2011,0,2
5104,5104-RIGHT,MaleM,UNK,2010,2016,6,14
5106,5106-LEFT,UNK,UNK,2010,2011,1,8
5108,5108-LEFT,UNK,UNK,2011,2021,10,11
5108,5108-RIGHT,UNK,UNK,2011,2021,10,12
5109,5109-LEFT,UNK,UNK,2010,2021,11,20
5110,5110-LEFT,UNK,UNK,2011,2011,0,3
5111,5111-RIGHT,MaleM,UNK,2010,2021,11,22
5112,5112-LEFT,Female,UNK,2010,2019,9,4
5112,5112-LEFT,FemaleJ,Female,2010,2019,9,13
5113,5113-LEFT,UNK,UNK,2010,2011,1,8
5114,5114-RIGHT,MaleM,UNK,2010,2021,11,18
5115,5115-RIGHT,UNK,UNK,2011,2011,0,3
5116,5116-LEFT,UNK,UNK,2011,2011,0,3
5117,5117-LEFT,UNK,UNK,2011,2011,0,3
5118,5118-RIGHT,UNK,UNK,2011,2011,0,3
5119,5119-RIGHT,UNK,UNK,2011,2011,0,3
5123,5123-RIGHT,UNK,UNK,2011,2011,0,3
5124,5124-RIGHT,UNK,UNK,2011,2011,0,4
5125,5125-LEFT,UNK,UNK,2011,2011,0,3
5126,5126-LEFT,UNK,UNK,2011,2011,0,4
5127,5127-LEFT,MaleM,UNK,2011,2011,0,4
5127,5127-RIGHT,MaleM,UNK,2010,2016,6,9
5128,5128-RIGHT,UNK,UNK,2011,2011,0,4
5129,5129-RIGHT,UNK,UNK,2011,2011,0,4
5130,5130-RIGHT,UNK,UNK,2010,2011,1,6
5131,5131-LEFT,UNK,UNK,2011,2011,0,3
5132,5132-LEFT,UNK,UNK,2011,2021,10,16
5132,5132-RIGHT,UNK,UNK,2011,2021,10,11
5133,5133-LEFT,UNK,UNK,2011,2015,4,5
5135,5135-LEFT,UNK,UNK,2011,2011,0,3
5135,5135-RIGHT,UNK,UNK,2011,2015,4,4
5136,5136-RIGHT,UNK,UNK,2011,2011,0,2
5137,5137-LEFT,MaleM,UNK,2010,2011,1,5
5139,5139-RIGHT,UNK,UNK,2011,2011,0,2
5140,5140-LEFT,UNK,UNK,2011,2011,0,2
5141,5141-RIGHT,UNK,UNK,2011,2011,0,2
5142,5142-RIGHT,UNK,UNK,2011,2011,0,3
5144,5144-RIGHT,UNK,UNK,2010,2016,6,9
5145,5145-LEFT,UNK,UNK,2011,2011,0,3
5146,5146-LEFT,UNK,UNK,2011,2011,0,2
5146,5146-RIGHT,UNK,UNK,2011,2011,0,2
5147,5147-RIGHT,UNK,UNK,2011,2011,0,1
5148,5148-RIGHT,UNK,UNK,2010,2011,1,7
5149,5149-LEFT,UNK,UNK,2011,2011,0,2
5150,5150-LEFT,UNK,UNK,2011,2011,0,2
5151,5151-RIGHT,UNK,UNK,2011,2011,0,3
5154,5154-RIGHT,UNK,UNK,2010,2011,1,4
5158,5158-LEFT,MaleM,UNK,2010,2017,7,18
5158,5158-RIGHT,MaleM,UNK,2010,2017,7,12
5159,5159-RIGHT,MaleM,Male,2011,2017,6,20
5161,5161-LEFT,MaleM,UNK,2010,2011,1,7
5163,5163-LEFT,UNK,UNK,2011,2011,0,1
5165,5165-LEFT,MaleM,UNK,2010,2017,7,19
5166,5166-LEFT,UNK,UNK,2011,2011,0,2
5168,5168-RIGHT,UNK,UNK,2011,2011,0,1
5169,5169-LEFT,UNK,UNK,2011,2011,0,2
5169,5169-RIGHT,UNK,UNK,2011,2011,0,2
5170,5170-RIGHT,UNK,UNK,2011,2011,0,4
5172,5172-LEFT,UNK,UNK,2011,2011,0,3
5173,5173-RIGHT,UNK,UNK,2011,2011,0,2
5179,5179-LEFT,UNK,UNK,2011,2011,0,2
5179,5179-RIGHT,UNK,UNK,2011,2011,0,2
518,518-LEFT,UNK,UNK,1990,1998,8,7
518,518-RIGHT,UNK,UNK,1990,1998,8,6
5180,5180-LEFT,UNK,UNK,2011,2011,0,3
5183,5183-LEFT,UNK,UNK,2011,2011,0,3
5184,5184-LEFT,UNK,UNK,2010,2011,1,6
5185,5185-RIGHT,UNK,UNK,2011,2011,0,3
5189,5189-RIGHT,UNK,UNK,2011,2011,0,2
5191,5191-LEFT,UNK,UNK,2011,2011,0,3
5193,5193-RIGHT,UNK,UNK,2010,2011,1,6
5194,5194-LEFT,MaleM,UNK,2011,2021,10,27
5194,5194-RIGHT,MaleM,UNK,2011,2021,10,20
5196,5196-LEFT,UNK,UNK,2011,2011,0,2
5197,5197-LEFT,UNK,UNK,2011,2011,0,4
5198,5198-RIGHT,UNK,UNK,2011,2011,0,2
5199,5199-LEFT,UNK,UNK,2011,2021,10,7
5199,5199-RIGHT,UNK,UNK,2011,2021,10,5
52,52-RIGHT,UNK,UNK,1989,1989,0,2
5201,5201-LEFT,UNK,UNK,2011,2011,0,3
5202,5202-RIGHT,UNK,UNK,2011,2011,0,3
5203,5203-LEFT,UNK,UNK,2011,2011,0,2
5204,5204-LEFT,UNK,UNK,2011,2011,0,1
5205,5205-LEFT,UNK,UNK,2011,2011,0,1
5206,5206-RIGHT,UNK,UNK,2011,2019,8,11
5208,5208-RIGHT,UNK,UNK,2011,2011,0,1
5214,5214-RIGHT,UNK,UNK,2011,2011,0,1
5216,5216-RIGHT,UNK,UNK,2011,2011,0,2
5217,5217-LEFT,UNK,UNK,2011,2011,0,3
5220,5220-LEFT,UNK,UNK,2011,2011,0,2
5221,5221-LEFT,UNK,UNK,2011,2011,0,1
5222,5222-LEFT,UNK,UNK,2011,2011,0,2
5223,5223-RIGHT,UNK,UNK,2010,2010,0,6
5228,5228-RIGHT,UNK,UNK,2011,2011,0,1
5229,5229-RIGHT,UNK,UNK,2011,2015,4,9
531,531-LEFT,UNK,UNK,1990,2015,25,25
531,531-RIGHT,UNK,UNK,1990,2016,26,29
532,532-RIGHT,UNK,UNK,1990,1990,0,1
537,537-RIGHT,UNK,UNK,1990,1990,0,3
539,539-LEFT,UNK,UNK,1990,1990,0,1
54,54-LEFT,Female,UNK,1989,2021,32,3
54,54-LEFT,FemaleJ,Female,1989,2021,32,47
54,54-RIGHT,Female,UNK,1989,2021,32,3
54,54-RIGHT,FemaleJ,Female,1989,2021,32,41
544,544-LEFT,UNK,UNK,1990,1990,0,1
545,545-LEFT,UNK,UNK,1990,1990,0,1
547,547-RIGHT,UNK,UNK,1990,1990,0,2
549,549-LEFT,MaleM,UNK,1990,2002,12,21
554,554-RIGHT,UNK,UNK,1990,1990,0,1
555,555-RIGHT,UNK,UNK,1990,1990,0,2
558,558-LEFT,MaleM,UNK,1990,2006,16,3
56,56-LEFT,UNK,UNK,2006,2006,0,3
56,56-RIGHT,UNK,UNK,1998,1998,0,3
561,561-LEFT,UNK,UNK,1990,1990,0,1
562,562-LEFT,MaleM,UNK,1990,1990,0,2
563,563-RIGHT,UNK,UNK,1990,1990,0,1
57,57-LEFT,UNK,UNK,1990,2001,11,4
57,57-RIGHT,UNK,UNK,1989,2001,12,9
572,572-LEFT,UNK,UNK,1991,1991,0,1
59,59-LEFT,UNK,UNK,1990,1990,0,7
59,59-RIGHT,UNK,UNK,1990,1997,7,5
5908,5908-RIGHT,UNK,UNK,2010,2010,0,2
5910,5910-RIGHT,UNK,UNK,2010,2010,0,4
5919,5919-LEFT,UNK,UNK,2010,2010,0,7
5926,5926-RIGHT,UNK,UNK,2010,2010,0,9
5963,5963-RIGHT,UNK,UNK,2010,2013,3,6
5986,5986-LEFT,UNK,UNK,2010,2010,0,1
6,6-LEFT,UNK,UNK,1989,1989,0,2
6000,6000-LEFT,MaleM,UNK,2013,2013,0,3
6000,6000-RIGHT,MaleM,UNK,2013,2013,0,3
6001,6001-LEFT,MaleM,UNK,2013,2013,0,2
6002,6002-LEFT,UNK,UNK,2013,2016,3,6
6003,6003-LEFT,MaleM,UNK,2013,2019,6,11
6003,6003-RIGHT,MaleM,UNK,2016,2019,3,10
6004,6004-LEFT,UNK,UNK,2013,2013,0,3
6005,6005-LEFT,MaleM,UNK,2013,2013,0,3
6006,6006-LEFT,UNK,UNK,2013,2013,0,4
6007,6007-LEFT,UNK,UNK,2013,2013,0,2
6008,6008-LEFT,UNK,UNK,2013,2019,6,3
6008,6008-RIGHT,UNK,UNK,2013,2019,6,4
6009,6009-LEFT,UNK,UNK,2013,2013,0,2
6009,6009-RIGHT,UNK,UNK,2013,2013,0,2
6010,6010-LEFT,UNK,UNK,2013,2016,3,8
6011,6011-LEFT,UNK,UNK,2013,2013,0,3
6012,6012-LEFT,UNK,UNK,2013,2013,0,2
6013,6013-LEFT,UNK,UNK,2013,2013,0,2
6014,6014-LEFT,MaleM,UNK,2013,2013,0,3
6015,6015-LEFT,UNK,UNK,2013,2015,2,5
6015,6015-RIGHT,UNK,UNK,2013,2015,2,6
6016,6016-LEFT,MaleM,UNK,2013,2017,4,19
6017,6017-LEFT,MaleM,UNK,2013,2017,4,13
6018,6018-LEFT,UNK,UNK,2013,2013,0,4
