ID,ID.side,Sex,Sex1,YEAR1,YEARLAST,ANIMAL_YRS,N
6019,6019-LEFT,UNK,UNK,2013,2013,0,2
6020,6020-LEFT,UNK,UNK,2013,2013,0,1
6021,6021-LEFT,UNK,UNK,2013,2021,8,10
6022,6022-RIGHT,UNK,UNK,2013,2021,8,10
6023,6023-RIGHT,UNK,UNK,2013,2013,0,3
6024,6024-RIGHT,UNK,UNK,2013,2013,0,3
6025,6025-RIGHT,UNK,UNK,2013,2017,4,16
6026,6026-RIGHT,Female,UNK,2013,2021,8,22
6027,6027-LEFT,UNK,UNK,2017,2017,0,2
6027,6027-RIGHT,UNK,UNK,2013,2017,4,5
6028,6028-RIGHT,UNK,UNK,2013,2013,0,3
6029,6029-RIGHT,UNK,UNK,2013,2013,0,2
6031,6031-RIGHT,UNK,UNK,2013,2013,0,4
6032,6032-RIGHT,UNK,UNK,2013,2013,0,3
6033,6033-RIGHT,UNK,UNK,2013,2013,0,1
6034,6034-RIGHT,UNK,UNK,2013,2013,0,3
6035,6035-RIGHT,MaleM,UNK,2013,2013,0,4
604,604-LEFT,UNK,UNK,1993,1993,0,2
605,605-RIGHT,UNK,UNK,1993,1993,0,1
606,606-LEFT,MaleM,UNK,1997,2013,16,22
606,606-RIGHT,MaleM,UNK,1993,2013,20,17
607,607-LEFT,UNK,UNK,1993,1993,0,2
61,61-LEFT,UNK,UNK,1989,1993,4,7
61,61-RIGHT,UNK,UNK,1989,1993,4,6
6100,6100-LEFT,UNK,UNK,2015,2015,0,3
6101,6101-LEFT,UNK,UNK,2015,2015,0,3
6102,6102-LEFT,MaleM,UNK,2015,2021,6,15
6102,6102-RIGHT,MaleM,UNK,2015,2021,6,13
6103,6103-LEFT,UNK,UNK,2015,2015,0,4
6104,6104-LEFT,UNK,UNK,2015,2019,4,14
6105,6105-LEFT,MaleM,Male,2015,2021,6,14
6105,6105-RIGHT,Female,UNK,2015,2021,6,3
6105,6105-RIGHT,MaleM,Male,2015,2021,6,12
6106,6106-LEFT,UNK,UNK,2015,2016,1,5
6107,6107-LEFT,UNK,UNK,2015,2015,0,3
6108,6108-LEFT,UNK,UNK,2015,2021,6,11
6109,6109-LEFT,UNK,UNK,2015,2015,0,2
6110,6110-LEFT,MaleM,UNK,2015,2015,0,6
6111,6111-LEFT,UNK,UNK,2015,2015,0,3
6112,6112-LEFT,MaleM,Male,2015,2016,1,12
6113,6113-LEFT,UNK,UNK,2015,2021,6,18
6114,6114-LEFT,UNK,UNK,2015,2015,0,2
6115,6115-LEFT,UNK,UNK,2015,2016,1,10
6116,6116-LEFT,UNK,UNK,2015,2015,0,3
6117,6117-LEFT,UNK,UNK,2015,2015,0,4
6118,6118-LEFT,FemaleJ,Female,2015,2015,0,3
6118,6118-RIGHT,FemaleJ,Female,2015,2015,0,3
6119,6119-LEFT,UNK,UNK,2015,2015,0,6
6120,6120-LEFT,UNK,UNK,2015,2019,4,9
6121,6121-LEFT,UNK,UNK,2015,2015,0,2
6122,6122-LEFT,MaleM,UNK,2015,2021,6,10
6122,6122-RIGHT,MaleM,UNK,2015,2021,6,10
6123,6123-LEFT,MaleM,UNK,2015,2019,4,12
6123,6123-RIGHT,MaleM,UNK,2015,2019,4,13
6124,6124-LEFT,UNK,UNK,2015,2015,0,3
6124,6124-RIGHT,UNK,UNK,2015,2015,0,3
6125,6125-LEFT,UNK,UNK,2015,2015,0,3
6126,6126-LEFT,UNK,UNK,2015,2016,1,5
6127,6127-LEFT,UNK,UNK,2015,2015,0,4
6128,6128-LEFT,UNK,UNK,2015,2016,1,12
6129,6129-LEFT,UNK,UNK,2015,2019,4,5
613,613-LEFT,UNK,UNK,1993,1993,0,2
6130,6130-LEFT,UNK,UNK,2015,2021,6,22
6131,6131-LEFT,UNK,UNK,2015,2015,0,3
6132,6132-LEFT,UNK,UNK,2015,2015,0,2
6133,6133-LEFT,MaleM,Male,2015,2016,1,8
6134,6134-LEFT,UNK,UNK,2015,2021,6,5
6135,6135-LEFT,UNK,UNK,2015,2015,0,4
6136,6136-LEFT,UNK,UNK,2015,2015,0,3
6137,6137-LEFT,UNK,UNK,2015,2015,0,2
6138,6138-LEFT,MaleM,UNK,2015,2021,6,8
6138,6138-RIGHT,MaleM,UNK,2015,2021,6,6
6139,6139-LEFT,MaleM,UNK,2015,2019,4,10
6140,6140-LEFT,UNK,UNK,2015,2021,6,9
6141,6141-LEFT,UNK,UNK,2015,2021,6,10
6141,6141-RIGHT,UNK,UNK,2016,2021,5,9
6142,6142-LEFT,UNK,UNK,2015,2021,6,15
6142,6142-RIGHT,UNK,UNK,2015,2021,6,13
6143,6143-LEFT,UNK,UNK,2015,2016,1,4
6144,6144-LEFT,UNK,UNK,2015,2016,1,4
6145,6145-LEFT,UNK,UNK,2015,2019,4,11
6146,6146-LEFT,UNK,UNK,2015,2015,0,2
6147,6147-LEFT,UNK,UNK,2015,2016,1,9
6148,6148-LEFT,UNK,UNK,2015,2015,0,2
6148,6148-RIGHT,UNK,UNK,2015,2015,0,5
6149,6149-LEFT,UNK,UNK,2015,2015,0,3
6150,6150-RIGHT,UNK,UNK,2015,2016,1,7
6151,6151-RIGHT,UNK,UNK,2015,2019,4,10
6153,6153-RIGHT,UNK,UNK,2015,2021,6,9
6154,6154-RIGHT,UNK,UNK,2015,2015,0,3
6155,6155-RIGHT,UNK,UNK,2015,2015,0,4
6156,6156-RIGHT,UNK,UNK,2015,2021,6,17
6158,6158-RIGHT,UNK,UNK,2015,2015,0,6
6159,6159-RIGHT,UNK,UNK,2015,2015,0,8
6160,6160-RIGHT,UNK,UNK,2015,2016,1,6
6161,6161-RIGHT,UNK,UNK,2015,2016,1,9
6162,6162-RIGHT,UNK,UNK,2015,2015,0,6
6163,6163-RIGHT,MaleM,Male,2015,2015,0,3
6164,6164-RIGHT,UNK,UNK,2015,2015,0,4
6166,6166-RIGHT,UNK,UNK,2015,2015,0,2
6167,6167-RIGHT,FemaleJ,Female,2015,2016,1,8
6168,6168-RIGHT,UNK,UNK,2015,2015,0,7
6169,6169-RIGHT,UNK,UNK,2015,2015,0,3
617,617-LEFT,UNK,UNK,1993,1996,3,4
6170,6170-RIGHT,UNK,UNK,2015,2015,0,6
6171,6171-RIGHT,UNK,UNK,2015,2019,4,8
6172,6172-RIGHT,UNK,UNK,2015,2016,1,9
6173,6173-RIGHT,UNK,UNK,2015,2016,1,4
6174,6174-RIGHT,UNK,UNK,2015,2015,0,2
6175,6175-RIGHT,MaleM,UNK,2015,2015,0,5
6176,6176-RIGHT,UNK,UNK,2015,2015,0,4
6177,6177-RIGHT,UNK,UNK,2015,2015,0,3
6178,6178-RIGHT,UNK,UNK,2015,2016,1,9
6179,6179-RIGHT,UNK,UNK,2015,2015,0,2
618,618-RIGHT,UNK,UNK,1993,1993,0,1
6180,6180-RIGHT,UNK,UNK,2015,2015,0,4
6181,6181-RIGHT,UNK,UNK,2015,2015,0,3
6182,6182-RIGHT,UNK,UNK,2015,2015,0,3
6183,6183-RIGHT,UNK,UNK,2015,2015,0,2
6185,6185-RIGHT,UNK,UNK,2015,2017,2,6
6186,6186-RIGHT,MaleM,UNK,2015,2015,0,2
6187,6187-RIGHT,UNK,UNK,2015,2015,0,2
6188,6188-RIGHT,UNK,UNK,2015,2015,0,3
6189,6189-RIGHT,UNK,UNK,2015,2015,0,4
619,619-LEFT,FemaleJ,Female,1993,1997,4,5
619,619-RIGHT,FemaleJ,Female,1993,1997,4,6
62,62-LEFT,UNK,UNK,1989,1989,0,2
6200,6200-LEFT,UNK,UNK,2016,2016,0,3
6201,6201-LEFT,MaleM,UNK,2016,2021,5,14
6202,6202-LEFT,UNK,UNK,2016,2016,0,2
6203,6203-LEFT,FemaleJ,Female,2016,2016,0,6
6203,6203-RIGHT,Female,UNK,2016,2019,3,2
6203,6203-RIGHT,FemaleJ,Female,2016,2019,3,8
6205,6205-LEFT,UNK,UNK,2016,2021,5,6
6206,6206-LEFT,UNK,UNK,2016,2016,0,6
6207,6207-LEFT,UNK,UNK,2016,2016,0,5
6208,6208-LEFT,UNK,UNK,2016,2021,5,11
6209,6209-LEFT,UNK,UNK,2016,2016,0,4
6210,6210-LEFT,MaleM,UNK,2016,2021,5,15
6210,6210-RIGHT,MaleM,UNK,2016,2021,5,8
6211,6211-LEFT,UNK,UNK,2016,2019,3,6
6212,6212-LEFT,UNK,UNK,2016,2016,0,3
6213,6213-LEFT,UNK,UNK,2016,2016,0,6
6214,6214-LEFT,UNK,UNK,2016,2016,0,4
6215,6215-LEFT,UNK,UNK,2016,2016,0,3
6216,6216-LEFT,UNK,UNK,2016,2016,0,5
6217,6217-LEFT,UNK,UNK,2016,2016,0,3
6218,6218-LEFT,UNK,UNK,2016,2016,0,3
6219,6219-LEFT,UNK,UNK,2016,2016,0,2
6220,6220-LEFT,UNK,UNK,2016,2016,0,2
6221,6221-LEFT,UNK,UNK,2016,2016,0,3
6222,6222-LEFT,UNK,UNK,2016,2016,0,2
6222,6222-RIGHT,UNK,UNK,2016,2016,0,3
6223,6223-LEFT,UNK,UNK,2016,2016,0,2
6224,6224-LEFT,Female,UNK,2016,2019,3,5
6224,6224-LEFT,FemaleJ,Female,2016,2019,3,9
6225,6225-LEFT,UNK,UNK,2016,2016,0,2
6226,6226-LEFT,UNK,UNK,2016,2021,5,12
6226,6226-RIGHT,UNK,UNK,2016,2021,5,6
6227,6227-LEFT,UNK,UNK,2016,2019,3,6
6228,6228-LEFT,UNK,UNK,2016,2016,0,3
6228,6228-RIGHT,UNK,UNK,2016,2016,0,3
6229,6229-LEFT,UNK,UNK,2016,2016,0,2
623,623-LEFT,UNK,UNK,1993,1993,0,3
6230,6230-RIGHT,UNK,UNK,2016,2016,0,4
6231,6231-RIGHT,UNK,UNK,2016,2021,5,11
6232,6232-RIGHT,UNK,UNK,2016,2017,1,8
6233,6233-RIGHT,MaleM,UNK,2016,2017,1,12
6234,6234-RIGHT,UNK,UNK,2016,2016,0,4
6235,6235-RIGHT,UNK,UNK,2016,2019,3,9
6236,6236-RIGHT,FemaleJ,Female,2016,2016,0,4
6237,6237-RIGHT,UNK,UNK,2016,2021,5,6
6238,6238-RIGHT,FemaleJ,Female,2016,2016,0,5
6239,6239-RIGHT,UNK,UNK,2016,2021,5,16
624,624-RIGHT,UNK,UNK,1993,1999,6,13
6240,6240-RIGHT,UNK,UNK,2016,2016,0,5
6241,6241-RIGHT,UNK,UNK,2016,2016,0,3
6242,6242-RIGHT,UNK,UNK,2016,2019,3,8
6243,6243-RIGHT,UNK,UNK,2016,2016,0,4
6244,6244-RIGHT,UNK,UNK,2016,2016,0,4
6245,6245-RIGHT,UNK,UNK,2016,2016,0,6
6246,6246-LEFT,UNK,UNK,2019,2021,2,6
6246,6246-RIGHT,UNK,UNK,2016,2021,5,10
6247,6247-RIGHT,UNK,UNK,2016,2016,0,2
6248,6248-RIGHT,UNK,UNK,2016,2016,0,4
6249,6249-RIGHT,UNK,UNK,2016,2016,0,1
625,625-RIGHT,UNK,UNK,1993,1993,0,2
6250,6250-RIGHT,UNK,UNK,2016,2016,0,2
6251,6251-RIGHT,UNK,UNK,2016,2016,0,3
6252,6252-RIGHT,UNK,UNK,2016,2016,0,3
6253,6253-RIGHT,UNK,UNK,2016,2016,0,3
6254,6254-RIGHT,UNK,UNK,2016,2019,3,10
6255,6255-RIGHT,UNK,UNK,2016,2016,0,2
6256,6256-RIGHT,UNK,UNK,2016,2021,5,6
6257,6257-LEFT,MaleM,UNK,2016,2017,1,6
6258,6258-RIGHT,UNK,UNK,2016,2016,0,2
626,626-RIGHT,UNK,UNK,1993,1993,0,1
629,629-LEFT,UNK,UNK,1993,1994,1,3
629,629-RIGHT,UNK,UNK,1993,1994,1,6
63,63-RIGHT,UNK,UNK,1989,1990,1,5
6300,6300-LEFT,UNK,UNK,2017,2017,0,2
6301,6301-LEFT,UNK,UNK,2017,2017,0,2
6302,6302-RIGHT,UNK,UNK,2017,2019,2,9
6303,6303-RIGHT,UNK,UNK,2017,2017,0,2
633,633-LEFT,UNK,UNK,1993,1996,3,10
633,633-RIGHT,UNK,UNK,1993,1993,0,2
635,635-LEFT,UNK,UNK,1993,1997,4,4
635,635-RIGHT,UNK,UNK,1993,1993,0,2
64,64-LEFT,UNK,UNK,1990,1990,0,2
6400,6400-LEFT,UNK,UNK,2019,2021,2,6
6401,6401-LEFT,UNK,UNK,2019,2021,2,7
6402,6402-LEFT,UNK,UNK,2019,2019,0,3
6403,6403-LEFT,UNK,UNK,2019,2019,0,7
6404,6404-LEFT,UNK,UNK,2019,2019,0,5
6405,6405-LEFT,UNK,UNK,2019,2019,0,3
6406,6406-LEFT,UNK,UNK,2019,2019,0,5
6407,6407-LEFT,UNK,UNK,2019,2019,0,4
6408,6408-LEFT,UNK,UNK,2019,2019,0,5
6409,6409-LEFT,UNK,UNK,2019,2019,0,3
6410,6410-LEFT,UNK,UNK,2019,2019,0,3
6411,6411-LEFT,UNK,UNK,2019,2019,0,2
6412,6412-LEFT,UNK,UNK,2019,2019,0,3
6413,6413-LEFT,UNK,UNK,2019,2019,0,5
6414,6414-LEFT,UNK,UNK,2019,2019,0,3
6415,6415-LEFT,UNK,UNK,2019,2021,2,7
6415,6415-RIGHT,UNK,UNK,2019,2021,2,8
6416,6416-LEFT,UNK,UNK,2019,2019,0,4
6416,6416-RIGHT,UNK,UNK,2019,2019,0,2
6417,6417-LEFT,UNK,UNK,2019,2019,0,4
6418,6418-LEFT,Female,UNK,2019,2019,0,5
6418,6418-RIGHT,Female,UNK,2019,2019,0,3
6419,6419-LEFT,UNK,UNK,2019,2019,0,4
642,642-LEFT,UNK,UNK,1993,1993,0,1
642,642-RIGHT,UNK,UNK,1993,1993,0,2
6420,6420-LEFT,UNK,UNK,2019,2019,0,3
6421,6421-LEFT,UNK,UNK,2019,2019,0,5
6423,6423-LEFT,UNK,UNK,2019,2019,0,4
6423,6423-RIGHT,UNK,UNK,2019,2019,0,5
6425,6425-LEFT,UNK,UNK,2019,2019,0,3
6425,6425-RIGHT,UNK,UNK,2019,2019,0,1
6426,6426-LEFT,UNK,UNK,2019,2021,2,7
6427,6427-LEFT,UNK,UNK,2019,2021,2,10
6427,6427-RIGHT,UNK,UNK,2019,2021,2,4
6428,6428-LEFT,UNK,UNK,2019,2019,0,7
6429,6429-LEFT,UNK,UNK,2019,2019,0,3
6429,6429-RIGHT,UNK,UNK,2019,2019,0,5
6430,6430-LEFT,UNK,UNK,2019,2021,2,9
6431,6431-LEFT,UNK,UNK,2019,2021,2,5
6432,6432-LEFT,UNK,UNK,2019,2019,0,3
6433,6433-RIGHT,UNK,UNK,2019,2021,2,5
6435,6435-RIGHT,Female,UNK,2019,2019,0,3
6436,6436-RIGHT,UNK,UNK,2019,2019,0,3
6437,6437-RIGHT,UNK,UNK,2019,2019,0,6
6438,6438-RIGHT,UNK,UNK,2019,2019,0,3
6439,6439-RIGHT,UNK,UNK,2019,2019,0,3
644,644-RIGHT,UNK,UNK,1993,1993,0,2
6440,6440-RIGHT,UNK,UNK,2019,2019,0,5
6441,6441-LEFT,UNK,UNK,2019,2021,2,6
6441,6441-RIGHT,UNK,UNK,2019,2021,2,8
6442,6442-RIGHT,UNK,UNK,2019,2021,2,6
6443,6443-RIGHT,UNK,UNK,2019,2019,0,3
6445,6445-RIGHT,UNK,UNK,2019,2021,2,5
6446,6446-RIGHT,UNK,UNK,2019,2019,0,9
6447,6447-RIGHT,UNK,UNK,2019,2019,0,4
6448,6448-RIGHT,UNK,UNK,2019,2021,2,11
6449,6449-RIGHT,UNK,UNK,2019,2019,0,2
6450,6450-LEFT,UNK,UNK,2019,2021,2,7
6450,6450-RIGHT,UNK,UNK,2019,2021,2,5
6451,6451-RIGHT,UNK,UNK,2019,2019,0,4
6453,6453-RIGHT,UNK,UNK,2019,2019,0,5
6454,6454-RIGHT,UNK,UNK,2019,2019,0,2
6455,6455-RIGHT,UNK,UNK,2019,2019,0,4
6457,6457-RIGHT,UNK,UNK,2019,2021,2,6
649,649-LEFT,UNK,UNK,1996,2002,6,8
649,649-RIGHT,UNK,UNK,1993,2002,9,8
650,650-RIGHT,UNK,UNK,1993,1993,0,2
6501,6501-LEFT,UNK,UNK,2021,2021,0,2
6501,6501-RIGHT,UNK,UNK,2021,2021,0,2
6502,6502-LEFT,UNK,UNK,2021,2021,0,3
6503,6503-RIGHT,UNK,UNK,2021,2021,0,6
6504,6504-RIGHT,UNK,UNK,2021,2021,0,3
6505,6505-LEFT,UNK,UNK,2021,2021,0,2
6506,6506-LEFT,UNK,UNK,2021,2021,0,2
6507,6507-RIGHT,UNK,UNK,2021,2021,0,2
6508,6508-LEFT,UNK,UNK,2021,2021,0,3
6508,6508-RIGHT,UNK,UNK,2021,2021,0,4
6509,6509-LEFT,UNK,UNK,2021,2021,0,2
6512,6512-LEFT,UNK,UNK,2021,2021,0,4
6513,6513-LEFT,UNK,UNK,2021,2021,0,3
6514,6514-RIGHT,UNK,UNK,2021,2021,0,3
6515,6515-RIGHT,UNK,UNK,2021,2021,0,4
6516,6516-LEFT,UNK,UNK,2021,2021,0,4
6516,6516-RIGHT,UNK,UNK,2021,2021,0,4
6517,6517-LEFT,UNK,UNK,2021,2021,0,4
6518,6518-LEFT,UNK,UNK,2021,2021,0,3
6519,6519-LEFT,UNK,UNK,2021,2021,0,3
6521,6521-RIGHT,UNK,UNK,2021,2021,0,2
6522,6522-LEFT,UNK,UNK,2021,2021,0,2
6522,6522-RIGHT,UNK,UNK,2021,2021,0,2
6523,6523-LEFT,UNK,UNK,2021,2021,0,2
6524,6524-LEFT,UNK,UNK,2021,2021,0,2
6525,6525-RIGHT,UNK,UNK,2021,2021,0,6
6526,6526-RIGHT,UNK,UNK,2021,2021,0,4
6527,6527-LEFT,UNK,UNK,2021,2021,0,6
6528,6528-LEFT,UNK,UNK,2021,2021,0,5
6529,6529-LEFT,UNK,UNK,2021,2021,0,3
653,653-LEFT,UNK,UNK,1993,2001,8,11
653,653-RIGHT,UNK,UNK,1993,1999,6,17
6530,6530-LEFT,UNK,UNK,2021,2021,0,2
6531,6531-RIGHT,UNK,UNK,2021,2021,0,3
6532,6532-RIGHT,UNK,UNK,2021,2021,0,3
6533,6533-LEFT,UNK,UNK,2021,2021,0,2
6533,6533-RIGHT,UNK,UNK,2021,2021,0,2
6534,6534-LEFT,MaleM,UNK,2021,2021,0,2
6535,6535-LEFT,UNK,UNK,2021,2021,0,3
6535,6535-RIGHT,UNK,UNK,2021,2021,0,4
6536,6536-LEFT,MaleM,UNK,2021,2021,0,2
6537,6537-LEFT,UNK,UNK,2021,2021,0,4
6538,6538-RIGHT,UNK,UNK,2021,2021,0,3
6539,6539-LEFT,UNK,UNK,2021,2021,0,3
6539,6539-RIGHT,UNK,UNK,2021,2021,0,1
654,654-LEFT,UNK,UNK,1993,1993,0,2
6540,6540-RIGHT,UNK,UNK,2021,2021,0,2
6541,6541-LEFT,MaleM,UNK,2021,2021,0,3
6542,6542-RIGHT,UNK,UNK,2021,2021,0,5
6543,6543-LEFT,UNK,UNK,2021,2021,0,6
6544,6544-LEFT,UNK,UNK,2021,2021,0,1
6545,6545-LEFT,UNK,UNK,2021,2021,0,5
6546,6546-RIGHT,UNK,UNK,2021,2021,0,1
6547,6547-LEFT,UNK,UNK,2021,2021,0,4
6549,6549-RIGHT,UNK,UNK,2021,2021,0,3
6550,6550-LEFT,UNK,UNK,2021,2021,0,2
6551,6551-RIGHT,UNK,UNK,2021,2021,0,1
6552,6552-RIGHT,UNK,UNK,2021,2021,0,2
6553,6553-RIGHT,UNK,UNK,2021,2021,0,6
6554,6554-RIGHT,UNK,UNK,2021,2021,0,2
6555,6555-LEFT,UNK,UNK,2021,2021,0,3
6556,6556-RIGHT,MaleM,UNK,2021,2021,0,2
6557,6557-RIGHT,UNK,UNK,2021,2021,0,5
6558,6558-RIGHT,UNK,UNK,2021,2021,0,3
6559,6559-LEFT,UNK,UNK,2021,2021,0,2
6560,6560-LEFT,UNK,UNK,2021,2021,0,1
6561,6561-RIGHT,UNK,UNK,2021,2021,0,2
6563,6563-LEFT,UNK,UNK,2021,2021,0,3
6564,6564-RIGHT,UNK,UNK,2021,2021,0,3
6565,6565-LEFT,UNK,UNK,2021,2021,0,2
6566,6566-RIGHT,UNK,UNK,2021,2021,0,2
6567,6567-RIGHT,UNK,UNK,2021,2021,0,2
6568,6568-LEFT,UNK,UNK,2021,2021,0,5
66,66-RIGHT,UNK,UNK,1989,1989,0,1
667,667-LEFT,UNK,UNK,1993,1993,0,3
668,668-LEFT,UNK,UNK,1993,1993,0,2
67,67-RIGHT,UNK,UNK,1989,1989,0,2
674,674-LEFT,UNK,UNK,1993,2002,9,9
674,674-RIGHT,UNK,UNK,1993,2002,9,6
677,677-LEFT,FemaleJ,Female,1996,2002,6,13
677,677-RIGHT,FemaleJ,Female,1993,2002,9,10
683,683-LEFT,UNK,UNK,1993,1993,0,3
687,687-LEFT,UNK,UNK,1993,1993,0,2
688,688-RIGHT,UNK,UNK,1993,1993,0,1
69,69-LEFT,UNK,UNK,1989,1989,0,2
690,690-LEFT,UNK,UNK,1993,1993,0,2
699,699-LEFT,UNK,UNK,1993,1993,0,2
699,699-RIGHT,UNK,UNK,1993,1993,0,2
701,701-LEFT,UNK,UNK,1993,1993,0,3
702,702-RIGHT,UNK,UNK,1993,1996,3,6
707,707-RIGHT,UNK,UNK,1993,1997,4,4
720,720-LEFT,UNK,UNK,1993,1993,0,2
722,722-RIGHT,UNK,UNK,1993,1993,0,1
723,723-LEFT,UNK,UNK,1993,1999,6,2
723,723-RIGHT,UNK,UNK,1999,1999,0,1
74,74-LEFT,MaleM,UNK,1990,1990,0,2
74,74-RIGHT,MaleM,UNK,1989,1990,1,3
75,75-RIGHT,UNK,UNK,1989,1989,0,2
76,76-LEFT,MaleM,Male,1989,2011,22,24
76,76-RIGHT,MaleM,Male,1989,2011,22,19
78,78-LEFT,UNK,UNK,1988,1990,2,6
8,8-RIGHT,UNK,UNK,1989,1989,0,3
801,801-LEFT,UNK,UNK,1994,1994,0,1
803,803-RIGHT,UNK,UNK,1994,1994,0,1
804,804-LEFT,MaleM,Male,1994,2002,8,23
804,804-RIGHT,MaleM,Male,1996,2017,21,52
810,810-RIGHT,UNK,UNK,1994,1994,0,1
811,811-LEFT,UNK,UNK,1994,1994,0,2
814,814-LEFT,UNK,UNK,1994,1994,0,1
818,818-LEFT,UNK,UNK,1994,1994,0,1
819,819-LEFT,UNK,UNK,1994,1994,0,3
822,822-RIGHT,UNK,UNK,1994,1994,0,1
824,824-LEFT,MaleM,Male,1994,2006,12,26
824,824-RIGHT,MaleM,Male,1994,2006,12,30
829,829-RIGHT,UNK,UNK,1994,1994,0,3
83,83-LEFT,UNK,UNK,1989,1990,1,4
83,83-RIGHT,UNK,UNK,1989,1990,1,4
830,830-RIGHT,UNK,UNK,1994,1994,0,1
832,832-LEFT,UNK,UNK,1994,2021,27,33
832,832-RIGHT,UNK,UNK,1999,1999,0,3
835,835-LEFT,UNK,UNK,1994,1994,0,2
837,837-LEFT,UNK,UNK,1994,1994,0,1
845,845-RIGHT,UNK,UNK,1994,1994,0,2
848,848-LEFT,UNK,UNK,1994,1994,0,6
849,849-LEFT,UNK,UNK,1994,1994,0,1
85,85-LEFT,UNK,UNK,1990,1990,0,3
85,85-RIGHT,UNK,UNK,1990,1990,0,2
850,850-LEFT,UNK,UNK,1994,1994,0,1
865,865-RIGHT,UNK,UNK,1994,1994,0,1
866,866-RIGHT,UNK,UNK,1994,1994,0,2
87,87-RIGHT,UNK,UNK,1989,1989,0,1
870,870-RIGHT,UNK,UNK,1994,1994,0,2
871,871-LEFT,UNK,UNK,1994,1994,0,2
882,882-LEFT,UNK,UNK,1994,1994,0,1
887,887-LEFT,UNK,UNK,1994,1994,0,2
89,89-LEFT,UNK,UNK,1989,2016,27,22
89,89-RIGHT,UNK,UNK,1989,2021,32,30
895,895-RIGHT,UNK,UNK,1994,1994,0,1
9,9-LEFT,UNK,UNK,1989,2002,13,9
9,9-RIGHT,UNK,UNK,1989,2002,13,9
90,90-RIGHT,UNK,UNK,1989,1989,0,2
905,905-RIGHT,MaleM,UNK,1994,1999,5,7
907,907-LEFT,UNK,UNK,1994,1996,2,5
909,909-RIGHT,UNK,UNK,1994,1996,2,4
91,91-RIGHT,UNK,UNK,1989,1996,7,5
915,915-LEFT,UNK,UNK,1994,1994,0,1
92,92-LEFT,MaleM,Male,1990,2016,26,24
92,92-RIGHT,MaleM,Male,1989,2016,27,23
94,94-LEFT,UNK,UNK,1990,1998,8,5
94,94-RIGHT,UNK,UNK,1989,1999,10,13
950,950-LEFT,UNK,UNK,1997,1998,1,7
950,950-RIGHT,UNK,UNK,1995,1998,3,11
952,952-LEFT,UNK,UNK,1995,2007,12,17
952,952-RIGHT,UNK,UNK,1995,2011,16,18
959,959-LEFT,UNK,UNK,1995,1995,0,2
959,959-RIGHT,UNK,UNK,1997,1997,0,2
961,961-LEFT,FemaleJ,Female,1997,2021,24,22
961,961-RIGHT,FemaleJ,Female,1995,2021,26,24
962,962-RIGHT,UNK,UNK,1995,1995,0,1
965,965-RIGHT,UNK,UNK,1995,1995,0,1
97,97-LEFT,UNK,UNK,1989,1989,0,2
970,970-RIGHT,UNK,UNK,1995,1995,0,1
971,971-LEFT,UNK,UNK,1995,1995,0,1
977,977-RIGHT,UNK,UNK,1995,1995,0,1
98,98-LEFT,UNK,UNK,1989,1990,1,4
9901,9901-LEFT,UNK,UNK,1989,1998,9,9
9902,9902-LEFT,UNK,UNK,1990,1993,3,5
9903,9903-LEFT,UNK,UNK,1996,1996,0,4
9904,9904-LEFT,UNK,UNK,1999,1999,0,1
9905,9905-LEFT,UNK,UNK,2003,2003,0,5
9906,9906-LEFT,UNK,UNK,1990,1990,0,2
9907,9907-LEFT,MaleM,Male,1996,1996,0,4
9908,9908-LEFT,UNK,UNK,1999,1999,0,3
9909,9909-LEFT,UNK,UNK,2003,2003,0,1
9910,9910-LEFT,UNK,UNK,1990,1990,0,2
9911,9911-LEFT,MaleM,UNK,1996,1999,3,11
9912,9912-RIGHT,UNK,UNK,1989,1990,1,5
9913,9913-RIGHT,UNK,UNK,1990,1990,0,4
9914,9914-RIGHT,UNK,UNK,1997,1999,2,4
9915,9915-RIGHT,UNK,UNK,1998,1998,0,3
9916,9916-RIGHT,UNK,UNK,1999,1999,0,4
9917,9917-RIGHT,UNK,UNK,2003,2003,0,3
9918,9918-RIGHT,UNK,UNK,2006,2021,15,16
9919,9919-RIGHT,MaleM,UNK,2010,2015,5,14
9920,9920-RIGHT,UNK,UNK,1996,1996,0,3
9921,9921-RIGHT,UNK,UNK,1996,1996,0,4
9922,9922-LEFT,UNK,UNK,2003,2003,0,2
