"ID","side","Sex","Year_rel","count"
"5193","Right","UNK",NA,23
"5194","Left","MaleM",2011,142
"5194","Right","MaleM",2011,106
"5196","Left","UNK",NA,2
"5197","Left","UNK",NA,6
"5198","Right","UNK",NA,3
"5199","Left","UNK",2011,19
"5199","Right","UNK",2011,22
"52","Right","UNK",NA,3
"5201","Left","UNK",NA,3
"5202","Right","UNK",NA,5
"5203","Left","UNK",NA,2
"5204","Left","UNK",NA,1
"5205","Left","UNK",NA,1
"5206","Right","UNK",2011,82
"5208","Right","UNK",NA,1
"5214","Right","UNK",NA,1
"5216","Right","UNK",NA,2
"5217","Left","UNK",NA,9
"5220","Left","UNK",NA,4
"5221","Left","UNK",NA,1
"5222","Left","UNK",NA,2
"5223","Right","UNK",2010,39
"5228","Right","UNK",NA,1
"5229","Right","UNK",2015,55
"531","Left","UNK",1990,80
"531","Right","UNK",1990,115
"532","Right","UNK",NA,1
"537","Right","UNK",NA,5
"539","Left","UNK",NA,1
"54","Left","FemaleJ",1998,333
"54","Right","FemaleJ",1998,197
"544","Left","UNK",NA,1
"545","Left","UNK",NA,1
"547","Right","UNK",NA,4
"549","Left","MaleM",NA,53
"554","Right","UNK",NA,1
"555","Right","UNK",NA,2
"558","Left","MaleM",1990,6
"56","Left","UNK",1998,8
"56","Right","UNK",1998,3
"561","Left","UNK",NA,1
"562","Left","MaleM",NA,2
"563","Right","UNK",NA,1
"57","Left","UNK",1989,7
"57","Right","UNK",1989,13
"572","Left","UNK",NA,1
"59","Left","UNK",1990,15
"59","Right","UNK",1990,15
"5908","Right","UNK",NA,2
"5910","Right","UNK",NA,5
"5919","Left","UNK",NA,13
"5926","Right","UNK",2010,9
"5963","Right","UNK",NA,12
"5986","Left","UNK",NA,1
"6","Left","UNK",NA,3
"6000","Left","MaleM",2013,11
"6000","Right","MaleM",2013,7
"6001","Left","MaleM",NA,15
"6002","Left","UNK",NA,39
"6003","Left","MaleM",2016,151
"6003","Right","MaleM",2016,139
"6004","Left","UNK",NA,11
"6005","Left","MaleM",NA,4
"6006","Left","UNK",2013,30
"6007","Left","UNK",NA,3
"6008","Left","UNK",2013,6
"6008","Right","UNK",2013,7
"6009","Left","UNK",2013,2
"6009","Right","UNK",2013,6
"6010","Left","UNK",NA,22
"6011","Left","UNK",NA,8
"6012","Left","UNK",NA,2
"6013","Left","UNK",2013,8
"6014","Left","MaleM",2013,5
"6015","Left","UNK",2013,8
"6015","Right","UNK",2013,10
"6016","Left","MaleM",2016,161
"6017","Left","MaleM",NA,56
"6018","Left","UNK",NA,18
"6019","Left","UNK",2013,2
"6020","Left","UNK",NA,1
"6021","Left","UNK",NA,62
"6022","Right","UNK",NA,42
"6023","Right","UNK",NA,3
"6024","Right","UNK",NA,6
"6025","Right","UNK",2015,65
"6026","Right","UNK",NA,294
"6027","Left","UNK",2013,7
"6027","Right","UNK",2013,12
"6028","Right","UNK",NA,9
"6029","Right","UNK",NA,6
"6031","Right","UNK",NA,12
"6032","Right","UNK",NA,5
"6033","Right","UNK",NA,1
"6034","Right","UNK",NA,6
"6035","Right","MaleM",2013,10
"604","Left","UNK",NA,2
"605","Right","UNK",NA,1
"606","Left","MaleM",1993,49
"606","Right","MaleM",1993,39
"607","Left","UNK",NA,2
"61","Left","UNK",1989,21
"61","Right","UNK",1989,18
"6100","Left","UNK",2015,6
"6101","Left","UNK",2015,3
"6102","Left","MaleM",2015,52
"6102","Right","MaleM",2015,67
"6103","Left","UNK",NA,6
"6104","Left","UNK",NA,73
"6105","Left","MaleM",2015,182
"6105","Right","MaleM",2015,157
"6106","Left","UNK",2015,13
"6107","Left","UNK",NA,11
"6108","Left","UNK",NA,61
"6109","Left","UNK",NA,3
"6110","Left","MaleM",NA,30
"6111","Left","UNK",NA,41
"6112","Left","MaleM",2016,57
"6113","Left","UNK",NA,212
"6114","Left","UNK",NA,2
"6115","Left","UNK",NA,69
"6116","Left","UNK",NA,23
"6117","Left","UNK",NA,13
"6118","Left","FemaleJ",2015,75
"6118","Right","FemaleJ",2015,28
"6119","Left","UNK",NA,28
"6120","Left","UNK",2015,50
"6121","Left","UNK",NA,7
"6122","Left","MaleM",2021,43
"6122","Right","MaleM",2021,37
"6123","Left","MaleM",2015,90
"6123","Right","MaleM",2015,150
"6124","Left","UNK",2015,10
"6124","Right","UNK",2015,18
"6125","Left","UNK",NA,3
"6126","Left","UNK",2015,35
"6127","Left","UNK",NA,65
"6128","Left","UNK",2016,284
"6129","Left","UNK",NA,21
"613","Left","UNK",NA,2
"6130","Left","UNK",NA,319
"6131","Left","UNK",NA,17
"6132","Left","UNK",NA,2
"6133","Left","MaleM",NA,64
"6134","Left","UNK",2021,27
"6135","Left","UNK",NA,36
"6136","Left","UNK",NA,7
"6137","Left","UNK",2015,5
"6138","Left","MaleM",2015,27
"6138","Right","MaleM",2015,23
"6139","Left","MaleM",NA,65
"6140","Left","UNK",NA,185
"6141","Left","UNK",2015,60
"6141","Right","UNK",2015,54
"6142","Left","UNK",2019,104
"6142","Right","UNK",2019,192
"6143","Left","UNK",NA,12
"6144","Left","UNK",2015,27
"6145","Left","UNK",NA,33
"6146","Left","UNK",NA,5
"6147","Left","UNK",NA,103
"6148","Left","UNK",2015,8
"6148","Right","UNK",2015,27
"6149","Left","UNK",NA,7
"6150","Right","UNK",NA,37
"6151","Right","UNK",NA,56
"6153","Right","UNK",NA,90
"6154","Right","UNK",NA,40
"6155","Right","UNK",NA,18
"6156","Right","UNK",NA,154
"6158","Right","UNK",NA,19
"6159","Right","UNK",2015,16
"6160","Right","UNK",NA,27
"6161","Right","UNK",NA,38
"6162","Right","UNK",NA,37
"6163","Right","MaleM",NA,13
"6164","Right","UNK",NA,5
"6166","Right","UNK",NA,12
"6167","Right","FemaleJ",2015,70
"6168","Right","UNK",NA,27
"6169","Right","UNK",NA,29
"617","Left","UNK",NA,30
"6170","Right","UNK",NA,48
"6171","Right","UNK",2019,23
"6172","Right","UNK",2016,219
"6173","Right","UNK",NA,15
"6174","Right","UNK",NA,2
"6175","Right","MaleM",2015,44
"6176","Right","UNK",2015,24
"6177","Right","UNK",NA,6
"6178","Right","UNK",NA,164
"6179","Right","UNK",NA,6
"618","Right","UNK",NA,1
"6180","Right","UNK",NA,6
"6181","Right","UNK",NA,3
"6182","Right","UNK",NA,8
"6183","Right","UNK",NA,5
"6185","Right","UNK",NA,40
"6186","Right","MaleM",2015,6
"6187","Right","UNK",NA,4
"6188","Right","UNK",NA,8
"6189","Right","UNK",2015,15
"619","Left","FemaleJ",NA,28
"619","Right","FemaleJ",NA,20
"62","Left","UNK",NA,4
"6200","Left","UNK",NA,43
"6201","Left","MaleM",2019,94
"6202","Left","UNK",NA,4
"6203","Left","FemaleJ",NA,66
"6203","Right","FemaleJ",NA,59
"6205","Left","UNK",NA,41
"6206","Left","UNK",NA,208
"6207","Left","UNK",NA,29
"6208","Left","UNK",NA,106
"6209","Left","UNK",NA,28
"6210","Left","MaleM",2016,127
"6210","Right","MaleM",2016,57
"6211","Left","UNK",2016,70
"6212","Left","UNK",NA,31
"6213","Left","UNK",NA,27
"6214","Left","UNK",NA,21
"6215","Left","UNK",NA,20
"6216","Left","UNK",NA,64
"6217","Left","UNK",2016,31
"6218","Left","UNK",NA,12
"6219","Left","UNK",NA,11
"6220","Left","UNK",NA,6
"6221","Left","UNK",NA,27
"6222","Left","UNK",2016,18
"6222","Right","UNK",2016,31
"6223","Left","UNK",NA,14
"6224","Left","FemaleJ",2016,81
"6225","Left","UNK",NA,15
"6226","Left","UNK",2016,152
"6226","Right","UNK",2016,65
"6227","Left","UNK",NA,25
"6228","Left","UNK",2016,4
"6228","Right","UNK",2016,9
"6229","Left","UNK",NA,7
"623","Left","UNK",NA,8
"6230","Right","UNK",NA,15
"6231","Right","UNK",NA,47
"6232","Right","UNK",NA,39
"6233","Right","MaleM",2016,124
"6234","Right","UNK",NA,14
"6235","Right","UNK",NA,84
"6236","Right","FemaleJ",NA,172
"6237","Right","UNK",NA,31
"6238","Right","FemaleJ",2016,26
"6239","Right","UNK",2019,99
"624","Right","UNK",NA,25
"6240","Right","UNK",NA,54
"6241","Right","UNK",NA,18
"6242","Right","UNK",NA,59
"6243","Right","UNK",2016,60
"6244","Right","UNK",NA,68
"6245","Right","UNK",2016,77
"6246","Left","UNK",2016,25
"6246","Right","UNK",2016,65
"6247","Right","UNK",NA,11
"6248","Right","UNK",2016,15
"6249","Right","UNK",NA,1
"625","Right","UNK",NA,2
"6250","Right","UNK",NA,2
"6251","Right","UNK",NA,6
"6252","Right","UNK",NA,48
"6253","Right","UNK",2016,71
"6254","Right","UNK",NA,47
"6255","Right","UNK",NA,20
"6256","Right","UNK",2016,26
"6257","Left","MaleM",NA,23
"6258","Right","UNK",NA,6
"626","Right","UNK",NA,1
"629","Left","UNK",1993,13
"629","Right","UNK",1993,10
"63","Right","UNK",NA,21
"6300","Left","UNK",NA,9
"6301","Left","UNK",2017,5
"6302","Right","UNK",NA,40
"6303","Right","UNK",NA,24
"633","Left","UNK",NA,20
"633","Right","UNK",NA,8
"635","Left","UNK",NA,4
"635","Right","UNK",NA,5
"64","Left","UNK",NA,2
"6400","Left","UNK",NA,23
"6401","Left","UNK",NA,25
"6402","Left","UNK",NA,17
"6403","Left","UNK",NA,40
"6404","Left","UNK",2019,54
"6405","Left","UNK",NA,9
"6406","Left","UNK",NA,10
"6407","Left","UNK",NA,8
"6408","Left","UNK",NA,57
"6409","Left","UNK",NA,7
"6410","Left","UNK",NA,18
"6411","Left","UNK",2019,2
"6412","Left","UNK",NA,12
"6413","Left","UNK",NA,18
"6414","Left","UNK",NA,17
"6415","Left","UNK",2019,86
"6415","Right","UNK",2019,105
"6416","Left","UNK",2019,9
"6416","Right","UNK",2019,11
"6417","Left","UNK",NA,19
"6418","Left","UNK",NA,41
"6418","Right","UNK",NA,25
"6419","Left","UNK",NA,7
"642","Left","UNK",1993,1
"642","Right","UNK",1993,8
"6420","Left","UNK",2019,50
"6421","Left","MaleM",2019,10
"6423","Left","UNK",NA,11
"6423","Right","UNK",NA,28
"6425","Left","UNK",2019,12
"6425","Right","UNK",2019,1
"6426","Left","UNK",2019,27
"6427","Left","UNK",2019,39
"6427","Right","UNK",2019,18
"6428","Left","UNK",2019,28
"6429","Left","UNK",2019,14
"6429","Right","UNK",2019,7
"6430","Left","UNK",NA,50
"6431","Left","UNK",NA,16
"6432","Left","UNK",2019,4
"6433","Right","UNK",NA,18
"6435","Right","UNK",2019,18
"6436","Right","UNK",2019,9
"6437","Right","UNK",2019,8
"6438","Right","UNK",NA,11
"6439","Right","MaleM",NA,10
"644","Right","UNK",NA,6
"6440","Right","UNK",NA,9
"6441","Left","UNK",2019,26
"6441","Right","UNK",2019,48
"6442","Right","UNK",NA,21
"6443","Right","UNK",NA,20
"6445","Right","UNK",NA,14
"6446","Right","UNK",2019,43
"6447","Right","UNK",NA,6
"6448","Right","UNK",NA,118
"6449","Right","UNK",NA,3
"6450","Left","UNK",2019,13
"6450","Right","UNK",2019,21
"6451","Right","UNK",2019,15
"6453","Right","MaleM",NA,9
"6454","Right","UNK",NA,5
"6455","Right","UNK",NA,8
"6457","Right","UNK",NA,31
"649","Left","UNK",1993,13
"649","Right","UNK",1993,9
"650","Right","UNK",NA,2
"6501","Left","UNK",2021,2
"6501","Right","UNK",2021,3
"6502","Left","UNK",NA,8
"6503","Right","UNK",2021,19
"6504","Right","UNK",NA,7
"6505","Left","UNK",NA,4
"6506","Left","UNK",NA,5
"6507","Right","UNK",NA,2
"6508","Left","UNK",2021,10
"6508","Right","UNK",2021,9
"6509","Left","UNK",NA,5
"6512","Left","UNK",NA,12
"6513","Left","UNK",NA,4
"6514","Right","UNK",NA,5
"6515","Right","UNK",NA,49
"6516","Left","UNK",2021,7
"6516","Right","UNK",2021,26
"6517","Left","UNK",NA,19
"6518","Left","UNK",NA,8
"6519","Left","UNK",NA,5
"6521","Right","UNK",NA,3
"6522","Left","UNK",NA,2
"6522","Right","UNK",NA,3
"6523","Left","UNK",NA,4
"6524","Left","UNK",2021,8
"6525","Right","UNK",NA,34
"6526","Right","UNK",NA,16
"6527","Left","UNK",NA,10
"6528","Left","UNK",NA,29
"6529","Left","UNK",2021,7
"653","Left","UNK",1994,31
"653","Right","UNK",1994,42
"6530","Left","UNK",NA,2
"6531","Right","UNK",2021,44
"6532","Right","UNK",NA,5
"6533","Left","UNK",2021,6
"6533","Right","UNK",2021,2
"6534","Left","MaleM",2021,3
"6535","Left","UNK",NA,6
"6535","Right","UNK",NA,11
"6536","Left","MaleM",NA,13
"6537","Left","UNK",NA,18
"6538","Right","UNK",NA,4
"6539","Left","UNK",2021,15
"6539","Right","UNK",2021,1
"654","Left","UNK",NA,2
"6540","Right","UNK",NA,3
"6541","Left","MaleM",NA,46
"6542","Right","UNK",NA,51
"6543","Left","UNK",NA,26
"6544","Left","UNK",NA,1
"6545","Left","UNK",NA,24
"6546","Right","UNK",NA,1
"6547","Left","UNK",NA,17
"6549","Right","UNK",NA,30
"6550","Left","UNK",NA,2
"6551","Right","UNK",NA,1
"6552","Right","UNK",NA,5
"6553","Right","UNK",NA,32
"6554","Right","UNK",NA,3
"6555","Left","UNK",NA,26
"6556","Right","MaleM",NA,5
"6557","Right","UNK",NA,31
"6558","Right","UNK",NA,7
"6559","Left","UNK",NA,3
"6560","Left","UNK",NA,1
"6561","Right","UNK",2021,6
"6563","Left","UNK",NA,12
"6564","Right","UNK",NA,5
"6565","Left","UNK",NA,6
"6566","Right","UNK",NA,8
"6567","Right","UNK",NA,2
"6568","Left","UNK",2021,30
"66","Right","UNK",NA,1
"667","Left","UNK",NA,5
"668","Left","UNK",NA,2
"67","Right","UNK",1989,5
"674","Left","UNK",1993,24
"674","Right","UNK",1993,9
"677","Left","FemaleJ",1993,27
"677","Right","FemaleJ",1993,13
"683","Left","UNK",NA,10
"687","Left","UNK",NA,3
"688","Right","UNK",NA,1
"69","Left","UNK",NA,2
"690","Left","UNK",NA,3
"699","Left","UNK",NA,3
"699","Right","UNK",NA,2
"701","Left","UNK",NA,3
"702","Right","UNK",NA,9
"707","Right","UNK",NA,5
"720","Left","UNK",NA,3
"722","Right","UNK",NA,1
"723","Left","UNK",1993,2
"723","Right","UNK",1993,1
"74","Left","MaleM",1990,4
"74","Right","MaleM",1990,8
"75","Right","UNK",NA,2
"76","Left","MaleM",1989,63
"76","Right","MaleM",1989,48
"78","Left","UNK",1989,10
"8","Right","UNK",NA,10
"801","Left","UNK",NA,1
"803","Right","UNK",NA,1
"804","Left","MaleM",1997,85
"804","Right","MaleM",1997,277
"810","Right","UNK",NA,1
"811","Left","UNK",NA,3
"814","Left","UNK",NA,1
"818","Left","UNK",NA,1
"819","Left","UNK",NA,3
"822","Right","UNK",NA,1
"824","Left","MaleM",1994,75
"824","Right","MaleM",1994,96
"829","Right","UNK",NA,6
"83","Left","UNK",1989,10
"83","Right","UNK",1989,13
"830","Right","UNK",NA,1
"832","Left","UNK",NA,127
"832","Right","UNK",NA,14
"835","Left","UNK",NA,2
"837","Left","UNK",NA,1
"845","Right","UNK",NA,3
"848","Left","UNK",NA,12
"849","Left","UNK",NA,1
"85","Left","UNK",NA,12
"85","Right","UNK",NA,7
"850","Left","UNK",NA,1
"865","Right","UNK",NA,1
"866","Right","UNK",NA,4
"87","Right","UNK",NA,1
"870","Right","UNK",NA,2
"871","Left","UNK",NA,3
"882","Left","UNK",NA,1
"887","Left","UNK",NA,2
"89","Left","UNK",1989,72
"89","Right","UNK",1989,84
"895","Right","UNK",NA,1
"9","Left","UNK",1989,13
"9","Right","UNK",1989,21
"90","Right","UNK",NA,2
"905","Right","MaleM",NA,15
"907","Left","UNK",NA,7
"909","Right","UNK",NA,12
"91","Right","UNK",NA,8
"915","Left","UNK",NA,1
"92","Left","MaleM",1989,99
"92","Right","MaleM",1989,244
"94","Left","UNK",1990,11
"94","Right","UNK",1990,21
"950","Left","UNK",NA,30
"950","Right","UNK",NA,26
"952","Left","UNK",1995,33
"952","Right","UNK",1995,39
"959","Left","UNK",NA,2
"959","Right","UNK",NA,3
"961","Left","FemaleJ",1995,179
"961","Right","FemaleJ",1995,134
"962","Right","UNK",NA,1
"965","Right","UNK",NA,1
"97","Left","UNK",1989,9
"970","Right","UNK",NA,1
"971","Left","UNK",NA,1
"977","Right","UNK",NA,1
"98","Left","UNK",NA,15
"9901","Left","UNK",1989,15
"9902","Left","UNK",NA,13
"9903","Left","UNK",NA,8
"9904","Left","UNK",NA,1
"9905","Left","UNK",2003,18
"9906","Left","UNK",NA,6
"9907","Left","MaleM",1996,20
"9908","Left","UNK",NA,3
"9909","Left","UNK",2003,1
"9910","Left","UNK",NA,2
"9911","Left","MaleM",NA,46
"9912","Right","UNK",NA,10
"9913","Right","UNK",NA,8
"9914","Right","UNK",1997,7
"9915","Right","UNK",NA,8
"9916","Right","UNK",1999,4
"9917","Right","UNK",NA,21
"9918","Right","UNK",2006,59
"9919","Right","MaleM",2010,73
"9920","Right","UNK",NA,11
"9921","Right","UNK",1996,24
"9922","Left","UNK",NA,5
