"QRATE","Date","Date.Original","Location","Latitude","Longitude","side","Reliable","Sex","ID"
3,1988-07-28,"1988-07-28 12:19","Gully","43.82833333","-58.925","Left","No","UNK","242"
3,1988-07-28,"1988-07-28 12:23","Gully","43.82833333","-58.925","Left","No","UNK","242"
3,1988-07-28,"1988-07-28 12:23","Gully","43.82833333","-58.925","Left","No","UNK","244"
3,1988-07-28,"1988-07-28 12:23","Gully","43.82833333","-58.925","Left","No","UNK","242"
3,1988-07-28,"1988-07-28 12:23","Gully","43.82833333","-58.925","Left","No","UNK","244"
3,1988-07-28,"1988-07-28 12:23","Gully","43.82833333","-58.925","Left","No","UNK","242"
3,1988-07-28,"1988-07-28 12:40","Gully","43.82833333","-58.925","Left","No","UNK","78"
3,1988-07-28,"1988-07-28 12:50","Gully","43.82833333","-58.925","Left","No","UNK","78"
3,1988-07-28,"1988-07-28 12:50","Gully","43.82833333","-58.925","Left","No","UNK","78"
3,1988-07-28,"1988-07-28 12:50","Gully","43.82833333","-58.925","Right","No","UNK","245"
3,1988-08-01,"1988-08-01 17:10","Gully","43.935","-58.96333333","Right","Yes","MaleM","37"
3,1988-08-01,"1988-08-01 17:10","Gully","43.935","-58.96333333","Right","Yes","MaleM","37"
3,1988-08-01,"1988-08-01 17:10","Gully","43.935","-58.96333333","Right","Yes","MaleM","37"
3,1988-08-01,"1988-08-01 17:24","Gully","43.935","-58.96333333","Right","No","UNK","250"
3,1988-08-01,"1988-08-01 17:24","Gully","43.935","-58.96333333","Right","No","UNK","250"
3,1988-08-01,"1988-08-01 17:24","Gully","43.935","-58.96333333","Right","Yes","FemaleJ","251"
3,1988-08-01,"1988-08-01 17:24","Gully","43.935","-58.96333333","Right","Yes","FemaleJ","251"
3,1988-08-01,"1988-08-01 17:24","Gully","43.94166667","-58.98","Right","Yes","FemaleJ","251"
3,1988-08-01,"1988-08-01 17:24","Gully","43.935","-58.96333333","Right","Yes","FemaleJ","251"
3,1988-08-01,"1988-08-01 17:24","Gully","43.935","-58.96333333","Right","Yes","FemaleJ","251"
3,1988-08-01,"1988-08-01 17:35","Gully","43.935","-58.96333333","Right","No","UNK","250"
3,1988-08-01,"1988-08-01 18:20","Gully","43.935","-58.96333333","Left","Yes","MaleM","3"
3,1988-08-01,"1988-08-01 18:20","Gully","43.935","-58.96333333","Left","Yes","MaleM","3"
3,1988-08-01,"1988-08-01 18:20","Gully","43.935","-58.96333333","Left","Yes","UNK","223"
3,1988-08-01,"1988-08-01 18:20","Gully","43.935","-58.96333333","Left","Yes","UNK","43"
3,1988-08-01,"1988-08-01 18:37","Gully","43.935","-58.96333333","Right","Yes","MaleM","3"
3,1988-08-01,"1988-08-01 18:37","Gully","43.935","-58.96333333","Right","Yes","MaleM","3"
3,1989-07-23,"1989-07-23 11:10","Gully","43.82833333","-58.925","Left","Yes","MaleM","1"
3,1989-07-23,"1989-07-23 11:10","Gully","43.82833333","-58.925","Left","Yes","MaleM","1"
3,1989-07-23,"1989-07-23 11:10","Gully","43.82833333","-58.925","Left","Yes","MaleM","3"
4,1989-07-23,"1989-07-23 11:10","Gully","43.82833333","-58.925","Left","Yes","MaleM","3"
3,1989-07-23,"1989-07-23 11:10","Gully","43.82833333","-58.925","Left","Yes","MaleM","3"
3,1989-07-23,"1989-07-23 11:10","Gully","43.82833333","-58.925","Left","Yes","MaleM","3"
3,1989-07-23,"1989-07-23 11:10","Gully","43.82833333","-58.925","Left","Yes","MaleM","3"
3,1989-07-23,"1989-07-23 11:10","Gully","43.82833333","-58.925","Left","Yes","UNK","2"
4,1989-07-23,"1989-07-23 11:10","Gully","43.82833333","-58.925","Left","Yes","UNK","2"
3,1989-07-23,"1989-07-23 11:10","Gully","43.865","-58.93166667","Left","Yes","MaleM","3"
3,1989-07-23,"1989-07-23 11:10","Gully","43.82833333","-58.925","Left","Yes","MaleM","1"
3,1989-07-23,"1989-07-23 11:10","Gully","43.82833333","-58.925","Left","Yes","MaleM","1"
3,1989-07-23,"1989-07-23 11:30","Gully","43.82833333","-58.925","Left","Yes","UNK","2"
3,1989-07-23,"1989-07-23 11:30","Gully","43.82833333","-58.925","Left","Yes","UNK","2"
